"country","scenario","sex","age","disease","risk","variable","tmrel","increment","units","y_2014","y_2015","y_2016","y_2017","y_2018"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk",250,100,"g/day","1.444","1.444","1.444","1.444","1.444"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.215","1.215","1.215","1.215","1.215"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.732","1.732","1.732","1.732","1.732"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk",250,100,"g/day","1.444","1.444","1.444","1.444","1.444"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.215","1.215","1.215","1.215","1.215"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.732","1.732","1.732","1.732","1.732"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in fruits","Relative Risk",250,100,"g/day","1.119","1.119","1.119","1.119","1.119"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.026","1.026","1.026","1.026","1.026"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.226","1.226","1.226","1.226","1.226"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in fruits","Relative Risk",250,100,"g/day","1.119","1.119","1.119","1.119","1.119"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.026","1.026","1.026","1.026","1.026"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.226","1.226","1.226","1.226","1.226"
0,0,"Male","35-39","Ischemic heart disease","Diet low in legumes","Relative Risk",60,50,"g/day","1.388","1.388","1.388","1.388","1.388"
0,0,"Male","35-39","Ischemic heart disease","Diet low in legumes","Relative Risk 2.5",60,50,"g/day","1.144","1.144","1.144","1.144","1.144"
0,0,"Male","35-39","Ischemic heart disease","Diet low in legumes","Relative Risk 97.5",60,50,"g/day","1.677","1.677","1.677","1.677","1.677"
0,0,"Female","35-39","Ischemic heart disease","Diet low in legumes","Relative Risk",60,50,"g/day","1.388","1.388","1.388","1.388","1.388"
0,0,"Female","35-39","Ischemic heart disease","Diet low in legumes","Relative Risk 2.5",60,50,"g/day","1.144","1.144","1.144","1.144","1.144"
0,0,"Female","35-39","Ischemic heart disease","Diet low in legumes","Relative Risk 97.5",60,50,"g/day","1.677","1.677","1.677","1.677","1.677"
0,0,"Male","35-39","Colon and rectum cancer","Diet low in milk","Relative Risk",435,226.8,"g/day","1.113","1.113","1.113","1.113","1.113"
0,0,"Male","35-39","Colon and rectum cancer","Diet low in milk","Relative Risk 2.5",435,226.8,"g/day","1.039","1.039","1.039","1.039","1.039"
0,0,"Male","35-39","Colon and rectum cancer","Diet low in milk","Relative Risk 97.5",435,226.8,"g/day","1.202","1.202","1.202","1.202","1.202"
0,0,"Female","35-39","Colon and rectum cancer","Diet low in milk","Relative Risk",435,226.8,"g/day","1.113","1.113","1.113","1.113","1.113"
0,0,"Female","35-39","Colon and rectum cancer","Diet low in milk","Relative Risk 2.5",435,226.8,"g/day","1.039","1.039","1.039","1.039","1.039"
0,0,"Female","35-39","Colon and rectum cancer","Diet low in milk","Relative Risk 97.5",435,226.8,"g/day","1.202","1.202","1.202","1.202","1.202"
0,0,"Male","35-39","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.124","1.124","1.124","1.124","1.124"
0,0,"Male","35-39","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.077","1.077","1.077","1.077","1.077"
0,0,"Male","35-39","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.174","1.174","1.174","1.174","1.174"
0,0,"Female","35-39","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.124","1.124","1.124","1.124","1.124"
0,0,"Female","35-39","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.077","1.077","1.077","1.077","1.077"
0,0,"Female","35-39","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.174","1.174","1.174","1.174","1.174"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.048","1.048","1.048","1.048","1.048"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.024","1.024","1.024","1.024","1.024"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.071","1.071","1.071","1.071","1.071"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.048","1.048","1.048","1.048","1.048"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.024","1.024","1.024","1.024","1.024"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.071","1.071","1.071","1.071","1.071"
0,0,"Male","35-39","Esophageal cancer","Diet low in vegetables","Relative Risk",360,100,"g/day","0","0","0","0","0"
0,0,"Male","35-39","Esophageal cancer","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","0","0","0","0","0"
0,0,"Male","35-39","Esophageal cancer","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","0","0","0","0","0"
0,0,"Female","35-39","Esophageal cancer","Diet low in vegetables","Relative Risk",360,100,"g/day","0","0","0","0","0"
0,0,"Female","35-39","Esophageal cancer","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","0","0","0","0","0"
0,0,"Female","35-39","Esophageal cancer","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","0","0","0","0","0"
0,0,"Male","35-39","Ischemic heart disease","Diet low in vegetables","Relative Risk",360,100,"g/day","1.154","1.154","1.154","1.154","1.154"
0,0,"Male","35-39","Ischemic heart disease","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.057","1.057","1.057","1.057","1.057"
0,0,"Male","35-39","Ischemic heart disease","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.269","1.269","1.269","1.269","1.269"
0,0,"Female","35-39","Ischemic heart disease","Diet low in vegetables","Relative Risk",360,100,"g/day","1.154","1.154","1.154","1.154","1.154"
0,0,"Female","35-39","Ischemic heart disease","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.057","1.057","1.057","1.057","1.057"
0,0,"Female","35-39","Ischemic heart disease","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.269","1.269","1.269","1.269","1.269"
0,0,"Male","35-39","Ischemic stroke","Diet low in vegetables","Relative Risk",360,100,"g/day","1.165","1.165","1.165","1.165","1.165"
0,0,"Male","35-39","Ischemic stroke","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.033","1.033","1.033","1.033","1.033"
0,0,"Male","35-39","Ischemic stroke","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.3","1.3","1.3","1.3","1.3"
0,0,"Female","35-39","Ischemic stroke","Diet low in vegetables","Relative Risk",360,100,"g/day","1.165","1.165","1.165","1.165","1.165"
0,0,"Female","35-39","Ischemic stroke","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.033","1.033","1.033","1.033","1.033"
0,0,"Female","35-39","Ischemic stroke","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.3","1.3","1.3","1.3","1.3"
0,0,"Male","35-39","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.122","1.122","1.122","1.122","1.122"
0,0,"Male","35-39","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.032","1.032","1.032","1.032","1.032"
0,0,"Male","35-39","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.22","1.22","1.22","1.22","1.22"
0,0,"Female","35-39","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.122","1.122","1.122","1.122","1.122"
0,0,"Female","35-39","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.032","1.032","1.032","1.032","1.032"
0,0,"Female","35-39","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.22","1.22","1.22","1.22","1.22"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.122","1.122","1.122","1.122","1.122"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.032","1.032","1.032","1.032","1.032"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.22","1.22","1.22","1.22","1.22"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.122","1.122","1.122","1.122","1.122"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.032","1.032","1.032","1.032","1.032"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.22","1.22","1.22","1.22","1.22"
0,0,"Male","35-39","Ischemic heart disease","Diet low in whole grains","Relative Risk",125,50,"g/day","1.285","1.285","1.285","1.285","1.285"
0,0,"Male","35-39","Ischemic heart disease","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.168","1.168","1.168","1.168","1.168"
0,0,"Male","35-39","Ischemic heart disease","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.418","1.418","1.418","1.418","1.418"
0,0,"Female","35-39","Ischemic heart disease","Diet low in whole grains","Relative Risk",125,50,"g/day","1.285","1.285","1.285","1.285","1.285"
0,0,"Female","35-39","Ischemic heart disease","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.168","1.168","1.168","1.168","1.168"
0,0,"Female","35-39","Ischemic heart disease","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.418","1.418","1.418","1.418","1.418"
0,0,"Male","35-39","Ischemic stroke","Diet low in whole grains","Relative Risk",125,50,"g/day","1.624","1.624","1.624","1.624","1.624"
0,0,"Male","35-39","Ischemic stroke","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.406","1.406","1.406","1.406","1.406"
0,0,"Male","35-39","Ischemic stroke","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.849","1.849","1.849","1.849","1.849"
0,0,"Female","35-39","Ischemic stroke","Diet low in whole grains","Relative Risk",125,50,"g/day","1.624","1.624","1.624","1.624","1.624"
0,0,"Female","35-39","Ischemic stroke","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.406","1.406","1.406","1.406","1.406"
0,0,"Female","35-39","Ischemic stroke","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.849","1.849","1.849","1.849","1.849"
0,0,"Male","35-39","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.349","1.349","1.349","1.349","1.349"
0,0,"Male","35-39","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.244","1.244","1.244","1.244","1.244"
0,0,"Male","35-39","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.471","1.471","1.471","1.471","1.471"
0,0,"Female","35-39","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.349","1.349","1.349","1.349","1.349"
0,0,"Female","35-39","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.244","1.244","1.244","1.244","1.244"
0,0,"Female","35-39","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.471","1.471","1.471","1.471","1.471"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.349","1.349","1.349","1.349","1.349"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.244","1.244","1.244","1.244","1.244"
0,0,"Male","35-39","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.471","1.471","1.471","1.471","1.471"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.349","1.349","1.349","1.349","1.349"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.244","1.244","1.244","1.244","1.244"
0,0,"Female","35-39","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.471","1.471","1.471","1.471","1.471"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk",125,50,"g/day","1.22","1.22","1.22","1.22","1.22"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.119","1.119","1.119","1.119","1.119"
0,0,"Male","35-39","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.331","1.331","1.331","1.331","1.331"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk",125,50,"g/day","1.22","1.22","1.22","1.22","1.22"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.119","1.119","1.119","1.119","1.119"
0,0,"Female","35-39","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.331","1.331","1.331","1.331","1.331"
0,0,"Male","35-39","Esophageal cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.391","1.391","1.391","1.391","1.391"
0,0,"Male","35-39","Esophageal cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.077","1.077","1.077","1.077","1.077"
0,0,"Male","35-39","Esophageal cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.754","1.754","1.754","1.754","1.754"
0,0,"Female","35-39","Esophageal cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.351","1.351","1.351","1.351","1.351"
0,0,"Female","35-39","Esophageal cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.012","1.012","1.012","1.012","1.012"
0,0,"Female","35-39","Esophageal cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.745","1.745","1.745","1.745","1.745"
0,0,"Male","35-39","Colon and rectum cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.177","1.177","1.177","1.177","1.177"
0,0,"Male","35-39","Colon and rectum cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.145","1.145","1.145","1.145","1.145"
0,0,"Male","35-39","Colon and rectum cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.208","1.208","1.208","1.208","1.208"
0,0,"Female","35-39","Colon and rectum cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.059","1.059","1.059","1.059","1.059"
0,0,"Female","35-39","Colon and rectum cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.031","1.031","1.031","1.031","1.031"
0,0,"Female","35-39","Colon and rectum cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.083","1.083","1.083","1.083","1.083"
0,0,"Male","35-39","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.289","1.289","1.289","1.289","1.289"
0,0,"Male","35-39","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.109","1.109","1.109","1.109","1.109"
0,0,"Male","35-39","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.491","1.491","1.491","1.491","1.491"
0,0,"Female","35-39","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.176","1.176","1.176","1.176","1.176"
0,0,"Female","35-39","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.103","1.103","1.103","1.103","1.103"
0,0,"Female","35-39","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.334","1.334","1.334","1.334","1.334"
0,0,"Male","35-39","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.289","1.289","1.289","1.289","1.289"
0,0,"Male","35-39","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.109","1.109","1.109","1.109","1.109"
0,0,"Male","35-39","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.491","1.491","1.491","1.491","1.491"
0,0,"Female","35-39","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.176","1.176","1.176","1.176","1.176"
0,0,"Female","35-39","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.103","1.103","1.103","1.103","1.103"
0,0,"Female","35-39","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.334","1.334","1.334","1.334","1.334"
0,0,"Male","35-39","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.289","1.289","1.289","1.289","1.289"
0,0,"Male","35-39","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.109","1.109","1.109","1.109","1.109"
0,0,"Male","35-39","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.491","1.491","1.491","1.491","1.491"
0,0,"Female","35-39","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.176","1.176","1.176","1.176","1.176"
0,0,"Female","35-39","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.103","1.103","1.103","1.103","1.103"
0,0,"Female","35-39","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.334","1.334","1.334","1.334","1.334"
0,0,"Male","35-39","Gallbladder and biliary tract cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.155","1.155","1.155","1.155","1.155"
0,0,"Male","35-39","Gallbladder and biliary tract cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.033","1.033","1.033","1.033","1.033"
0,0,"Male","35-39","Gallbladder and biliary tract cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.281","1.281","1.281","1.281","1.281"
0,0,"Female","35-39","Gallbladder and biliary tract cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.344","1.344","1.344","1.344","1.344"
0,0,"Female","35-39","Gallbladder and biliary tract cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.223","1.223","1.223","1.223","1.223"
0,0,"Female","35-39","Gallbladder and biliary tract cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.477","1.477","1.477","1.477","1.477"
0,0,"Male","35-39","Pancreatic cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.071","1.071","1.071","1.071","1.071"
0,0,"Male","35-39","Pancreatic cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0.999","0.999","0.999","0.999","0.999"
0,0,"Male","35-39","Pancreatic cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.153","1.153","1.153","1.153","1.153"
0,0,"Female","35-39","Pancreatic cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.092","1.092","1.092","1.092","1.092"
0,0,"Female","35-39","Pancreatic cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.037","1.037","1.037","1.037","1.037"
0,0,"Female","35-39","Pancreatic cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.144","1.144","1.144","1.144","1.144"
0,0,"Male","35-39","Breast cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Male","35-39","Breast cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Male","35-39","Breast cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Female","35-39","Breast cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.089","1.089","1.089","1.089","1.089"
0,0,"Female","35-39","Breast cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.037","1.037","1.037","1.037","1.037"
0,0,"Female","35-39","Breast cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.14","1.14","1.14","1.14","1.14"
0,0,"Male","35-39","Uterine cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Male","35-39","Uterine cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Male","35-39","Uterine cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Female","35-39","Uterine cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.613","1.613","1.613","1.613","1.613"
0,0,"Female","35-39","Uterine cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.543","1.543","1.543","1.543","1.543"
0,0,"Female","35-39","Uterine cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.681","1.681","1.681","1.681","1.681"
0,0,"Male","35-39","Ovarian cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Male","35-39","Ovarian cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Male","35-39","Ovarian cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1","1","1","1","1"
0,0,"Female","35-39","Ovarian cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.038","1.038","1.038","1.038","1.038"
0,0,"Female","35-39","Ovarian cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0.999","0.999","0.999","0.999","0.999"
0,0,"Female","35-39","Ovarian cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.077","1.077","1.077","1.077","1.077"
0,0,"Male","35-39","Kidney cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.24","1.24","1.24","1.24","1.24"
0,0,"Male","35-39","Kidney cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.171","1.171","1.171","1.171","1.171"
0,0,"Male","35-39","Kidney cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.313","1.313","1.313","1.313","1.313"
0,0,"Female","35-39","Kidney cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.32","1.32","1.32","1.32","1.32"
0,0,"Female","35-39","Kidney cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.254","1.254","1.254","1.254","1.254"
0,0,"Female","35-39","Kidney cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.394","1.394","1.394","1.394","1.394"
0,0,"Male","35-39","Thyroid cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.221","1.221","1.221","1.221","1.221"
0,0,"Male","35-39","Thyroid cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.068","1.068","1.068","1.068","1.068"
0,0,"Male","35-39","Thyroid cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.381","1.381","1.381","1.381","1.381"
0,0,"Female","35-39","Thyroid cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.136","1.136","1.136","1.136","1.136"
0,0,"Female","35-39","Thyroid cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.094","1.094","1.094","1.094","1.094"
0,0,"Female","35-39","Thyroid cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.178","1.178","1.178","1.178","1.178"
0,0,"Male","35-39","Multiple myeloma","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.089","1.089","1.089","1.089","1.089"
0,0,"Male","35-39","Multiple myeloma","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.027","1.027","1.027","1.027","1.027"
0,0,"Male","35-39","Multiple myeloma","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.153","1.153","1.153","1.153","1.153"
0,0,"Female","35-39","Multiple myeloma","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.092","1.092","1.092","1.092","1.092"
0,0,"Female","35-39","Multiple myeloma","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.034","1.034","1.034","1.034","1.034"
0,0,"Female","35-39","Multiple myeloma","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.157","1.157","1.157","1.157","1.157"
0,0,"Male","35-39","Acute lymphoid leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.086","1.086","1.086","1.086","1.086"
0,0,"Male","35-39","Acute lymphoid leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.053","1.053","1.053","1.053","1.053"
0,0,"Male","35-39","Acute lymphoid leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.119","1.119","1.119","1.119","1.119"
0,0,"Female","35-39","Acute lymphoid leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.131","1.131","1.131","1.131","1.131"
0,0,"Female","35-39","Acute lymphoid leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.061","1.061","1.061","1.061","1.061"
0,0,"Female","35-39","Acute lymphoid leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.208","1.208","1.208","1.208","1.208"
0,0,"Male","35-39","Chronic lymphoid leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.086","1.086","1.086","1.086","1.086"
0,0,"Male","35-39","Chronic lymphoid leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.053","1.053","1.053","1.053","1.053"
0,0,"Male","35-39","Chronic lymphoid leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.119","1.119","1.119","1.119","1.119"
0,0,"Female","35-39","Chronic lymphoid leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.131","1.131","1.131","1.131","1.131"
0,0,"Female","35-39","Chronic lymphoid leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.061","1.061","1.061","1.061","1.061"
0,0,"Female","35-39","Chronic lymphoid leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.208","1.208","1.208","1.208","1.208"
0,0,"Male","35-39","Acute myeloid leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.086","1.086","1.086","1.086","1.086"
