"country","scenario","sex","age","disease","variable","units","y_2014","y_2015","y_2016","y_2017","y_2018"
0,0,"Male","15-19","Uterine cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","15-19","Uterine cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","15-19","Chronic obstructive pulmonary disease","Mortality Rate","Rate","5.4894820441345e-06","5.28458157773e-06","5.25601032158588e-06","5.16615380472576e-06","4.98208235443226e-06"
0,0,"Female","15-19","Chronic obstructive pulmonary disease","Mortality Rate","Rate","3.19111213613853e-06","3.04772137229704e-06","3.01340022079715e-06","2.97617152214833e-06","2.89655330695295e-06"
0,0,"Male","15-19","Lower respiratory infections","Mortality Rate","Rate","3.54560972023041e-05","3.39846233041316e-05","3.39020562608149e-05","3.32908733577902e-05","3.21571178334705e-05"
0,0,"Female","15-19","Lower respiratory infections","Mortality Rate","Rate","2.8591693885746e-05","2.75571186750378e-05","2.74066205240946e-05","2.70138499260834e-05","2.60820912121997e-05"
0,0,"Male","15-19","All causes","Mortality Rate","Rate","0.00140009239965037","0.00130199902584312","0.00124156065196489","0.0012164469668929","0.00119460258599967"
0,0,"Female","15-19","All causes","Mortality Rate","Rate","0.00100755913580513","0.000961583168640042","0.000924764770550866","0.000903145624964641","0.000881180960924314"
0,0,"All","20-24","0","Fraction total population","Fraction total population","0.0866405528125301","0.086476459676707","0.0863568167518996","0.0864453665283541","0.0866981493299298"
0,0,"All","20-24","0","Female Fraction","Female fraction of population in age group","0.492868359068307","0.492913687436159","0.492870041721153","0.492727272727273","0.492639265104228"
0,0,"Male","20-24","Acute lymphoid leukemia","Mortality Rate","Rate","2.02305345617288e-06","2.00194470591903e-06","2.01397654265063e-06","2.00813866142086e-06","1.96637517249694e-06"
0,0,"Female","20-24","Acute lymphoid leukemia","Mortality Rate","Rate","4.79039935805995e-07","4.75827165130837e-07","4.72196679197001e-07","4.69499547522748e-07","4.62124519169815e-07"
0,0,"Male","20-24","Acute myeloid leukemia","Mortality Rate","Rate","2.30709776025837e-06","2.2908304013265e-06","2.30476062965053e-06","2.30029491595762e-06","2.25873241879163e-06"
0,0,"Female","20-24","Acute myeloid leukemia","Mortality Rate","Rate","1.75272558499391e-06","1.74699450881922e-06","1.74665703642062e-06","1.73515079567971e-06","1.69681385361201e-06"
0,0,"Male","20-24","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","20-24","Asthma","Mortality Rate","Rate","8.04193067473594e-06","7.83019073102942e-06","7.70077678564946e-06","7.51731166784045e-06","7.18721307504159e-06"
0,0,"Female","20-24","Asthma","Mortality Rate","Rate","9.33340980327886e-06","9.06092315419725e-06","8.95704808427882e-06","8.77523182106367e-06","8.50941025149459e-06"
0,0,"Male","20-24","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","20-24","Breast cancer","Mortality Rate","Rate","1.16509062788512e-07","1.14822964179116e-07","1.15321459880744e-07","1.14577113906125e-07","1.13158075253161e-07"
0,0,"Female","20-24","Breast cancer","Mortality Rate","Rate","2.44607685058851e-06","2.43508333084567e-06","2.45640262191703e-06","2.44765067969789e-06","2.419400393711e-06"
0,0,"Male","20-24","Cardiovascular diseases","Mortality Rate","Rate","6.61158683901899e-05","6.6739478945036e-05","6.61174515293481e-05","6.53726024515982e-05","6.39577183608553e-05"
0,0,"Female","20-24","Cardiovascular diseases","Mortality Rate","Rate","3.86037761967767e-05","3.91997950033849e-05","3.87532578830793e-05","3.83763660529954e-05","3.74321583726845e-05"
0,0,"Male","20-24","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","20-24","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","5.88479957102223e-07","5.85762005580782e-07","4.93187515467817e-07","4.05218414144497e-07","4.55135044572825e-07"
0,0,"Female","20-24","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","3.4669482195327e-07","3.45561970424598e-07","2.84081002466699e-07","2.29858721236498e-07","2.56294662478764e-07"
0,0,"Male","20-24","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","2.30892975904462e-05","2.26713339071118e-05","2.30351010019607e-05","2.29641061073044e-05","2.20491031036433e-05"
0,0,"Female","20-24","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","1.04039731072877e-05","1.02296675972259e-05","1.04633439863838e-05","1.05465879734324e-05","1.01805613297312e-05"
0,0,"Male","20-24","Chronic kidney disease due to hypertension","Mortality Rate","Rate","5.05539648045256e-06","4.81038292968971e-06","4.45101790149684e-06","4.07635982115253e-06","4.00595826011196e-06"
0,0,"Female","20-24","Chronic kidney disease due to hypertension","Mortality Rate","Rate","2.3457338723617e-06","2.24512977165366e-06","2.00424829948151e-06","1.79839694333601e-06","1.79855719024802e-06"
0,0,"Male","20-24","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","7.82177796257783e-06","7.96975478892012e-06","8.38775844686662e-06","8.57043806599128e-06","8.49440459192807e-06"
0,0,"Female","20-24","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","4.21772622795162e-06","4.31881991644567e-06","4.55102584608548e-06","4.65042035505285e-06","4.55537896750689e-06"
0,0,"Male","20-24","Chronic lymphoid leukemia","Mortality Rate","Rate","1.29968131373735e-07","1.29173665574787e-07","1.30374249288586e-07","1.30323819985106e-07","1.27742534326123e-07"
0,0,"Female","20-24","Chronic lymphoid leukemia","Mortality Rate","Rate","2.28590432257661e-07","2.27129561222106e-07","2.2688206944652e-07","2.25612563092954e-07","2.21553294791009e-07"
0,0,"Male","20-24","Chronic myeloid leukemia","Mortality Rate","Rate","2.42434951905349e-07","2.3692579351099e-07","2.36941013808782e-07","2.34301672917356e-07","2.28702690554439e-07"
0,0,"Female","20-24","Chronic myeloid leukemia","Mortality Rate","Rate","3.74856873335548e-07","3.68540102489451e-07","3.64968045081311e-07","3.58784282395106e-07","3.48072340688548e-07"
0,0,"Male","20-24","Colon and rectum cancer","Mortality Rate","Rate","1.78651879813362e-06","1.75466385960215e-06","1.75446897264041e-06","1.73505715165621e-06","1.70664255717651e-06"
0,0,"Female","20-24","Colon and rectum cancer","Mortality Rate","Rate","9.35805662853206e-07","9.30764504823299e-07","9.35362755227825e-07","9.28679911708843e-07","9.1078826324837e-07"
0,0,"Male","20-24","Diabetes mellitus type 2","Mortality Rate","Rate","6.39731647243171e-07","6.09839688543238e-07","6.03668910524203e-07","5.85266644887049e-07","5.68382211797584e-07"
0,0,"Female","20-24","Diabetes mellitus type 2","Mortality Rate","Rate","3.64982357616063e-06","3.57978922556337e-06","3.55550163941521e-06","3.50185402221137e-06","3.41437086144892e-06"
0,0,"Male","20-24","Esophageal cancer","Mortality Rate","Rate","1.35117186532829e-07","1.32206249598551e-07","1.32480585553978e-07","1.31601330114521e-07","1.29034139175749e-07"
0,0,"Female","20-24","Esophageal cancer","Mortality Rate","Rate","6.96479694364412e-08","6.93226313357485e-08","6.98179234229166e-08","6.96672261461671e-08","6.89503150711126e-08"
0,0,"Male","20-24","Gallbladder and biliary diseases","Mortality Rate","Rate","3.65990186055942e-06","3.52381101277247e-06","3.51340088887706e-06","3.48471270886786e-06","3.38435131056009e-06"
0,0,"Female","20-24","Gallbladder and biliary diseases","Mortality Rate","Rate","2.16723610322141e-06","2.07832294170646e-06","2.04859938356843e-06","2.05090398387137e-06","2.00221413253346e-06"
0,0,"Male","20-24","Gallbladder and biliary tract cancer","Mortality Rate","Rate","9.2854825268187e-08","9.20527627004491e-08","9.27615766683628e-08","9.260804160675e-08","9.11699447130158e-08"
0,0,"Female","20-24","Gallbladder and biliary tract cancer","Mortality Rate","Rate","6.8877331077669e-08","6.86186541836366e-08","6.9160342367387e-08","6.90657841430965e-08","6.84043346523371e-08"
0,0,"Male","20-24","Gout","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Gout","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","20-24","Hypertensive heart disease","Mortality Rate","Rate","2.72088417962798e-06","2.7280573807388e-06","2.76018299298703e-06","2.73366364994281e-06","2.68409172851656e-06"
0,0,"Female","20-24","Hypertensive heart disease","Mortality Rate","Rate","3.21206130051994e-06","3.20754408514133e-06","3.19802712875763e-06","3.17025201394287e-06","3.0935567017486e-06"
0,0,"Male","20-24","Intracerebral hemorrhage","Mortality Rate","Rate","1.60864726209087e-05","1.60630444756506e-05","1.58707176223154e-05","1.56006881146571e-05","1.52254465223223e-05"
0,0,"Female","20-24","Intracerebral hemorrhage","Mortality Rate","Rate","9.28940665083022e-06","9.59722291093109e-06","9.4623214310865e-06","9.38738729498506e-06","9.16805960855889e-06"
0,0,"Male","20-24","Ischemic heart disease","Mortality Rate","Rate","1.64169254799067e-05","1.71414935083381e-05","1.68710400905389e-05","1.6725362096176e-05","1.64437514189777e-05"
0,0,"Female","20-24","Ischemic heart disease","Mortality Rate","Rate","7.22348846855523e-06","7.45222671580857e-06","7.33302181420035e-06","7.2704093811884e-06","7.10903193385689e-06"
0,0,"Male","20-24","Ischemic stroke","Mortality Rate","Rate","7.61077186815797e-06","7.76814494848357e-06","7.66012487854081e-06","7.58807537190909e-06","7.44405256659204e-06"
0,0,"Female","20-24","Ischemic stroke","Mortality Rate","Rate","1.72853613331502e-06","1.80695018398251e-06","1.77839201200052e-06","1.77107015297001e-06","1.74246902495202e-06"
0,0,"Male","20-24","Kidney cancer","Mortality Rate","Rate","4.36054544303543e-07","4.32949343040373e-07","4.36715078652319e-07","4.35384932855065e-07","4.30859243875722e-07"
0,0,"Female","20-24","Kidney cancer","Mortality Rate","Rate","2.36453675203662e-07","2.35995805531602e-07","2.37941505611139e-07","2.37276872875674e-07","2.35246603949949e-07"
0,0,"Male","20-24","Liver cancer due to alcohol use","Mortality Rate","Rate","3.05406859195013e-08","3.01982786553162e-08","3.06752798668805e-08","3.07156973774755e-08","3.02022136080582e-08"
0,0,"Female","20-24","Liver cancer due to alcohol use","Mortality Rate","Rate","1.8014355485743e-08","1.77781720874166e-08","1.79026668124207e-08","1.78012762170415e-08","1.73801784255654e-08"
0,0,"Male","20-24","Liver cancer due to hepatitis B","Mortality Rate","Rate","5.24091738617589e-07","5.15054356728401e-07","5.15880826727823e-07","5.10784130468605e-07","4.99859271296547e-07"
0,0,"Female","20-24","Liver cancer due to hepatitis B","Mortality Rate","Rate","3.19226823921881e-07","3.13486035693007e-07","3.11395601138695e-07","3.07932011724796e-07","3.02299142968358e-07"
0,0,"Male","20-24","Liver cancer due to hepatitis C","Mortality Rate","Rate","5.76244619658447e-09","5.68609329522038e-09","5.75218179075562e-09","5.76444251753127e-09","5.64669636589865e-09"
0,0,"Female","20-24","Liver cancer due to hepatitis C","Mortality Rate","Rate","2.16178531393725e-08","2.10805447903256e-08","2.08332049235195e-08","2.04952617543984e-08","1.98708245678529e-08"
0,0,"Male","20-24","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","20-24","Multiple myeloma","Mortality Rate","Rate","9.69064424266233e-08","9.60701095012389e-08","9.68671967921184e-08","9.66884421408236e-08","9.52225032763052e-08"
0,0,"Female","20-24","Multiple myeloma","Mortality Rate","Rate","9.32861714030894e-08","9.2807378124268e-08","9.37815722579351e-08","9.37043354776018e-08","9.30085523612023e-08"
0,0,"Male","20-24","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","20-24","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","20-24","Other leukemia","Mortality Rate","Rate","4.12370553064604e-06","4.00833818200969e-06","3.98103555163349e-06","3.91612033210319e-06","3.80855283227798e-06"
0,0,"Female","20-24","Other leukemia","Mortality Rate","Rate","1.30544040656664e-06","1.26698167780983e-06","1.25559559932936e-06","1.22712738300407e-06","1.19053228635065e-06"
0,0,"Male","20-24","Ovarian cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Ovarian cancer","Mortality Rate","Rate","1.65415472019209e-06","1.67519434427487e-06","1.70216496424891e-06","1.71591424822745e-06","1.70995327396293e-06"
0,0,"Male","20-24","Pancreatic cancer","Mortality Rate","Rate","2.94441357002081e-07","2.92761972015958e-07","2.96205941348973e-07","2.96446938453254e-07","2.95225002936153e-07"
0,0,"Female","20-24","Pancreatic cancer","Mortality Rate","Rate","1.2703498053482e-07","1.27828262559418e-07","1.30325381479024e-07","1.31206981812647e-07","1.30399202973031e-07"
0,0,"Male","20-24","Stomach cancer","Mortality Rate","Rate","3.96471830161068e-07","3.82357012068705e-07","3.78263715420184e-07","3.70704760447377e-07","3.59784973119982e-07"
0,0,"Female","20-24","Stomach cancer","Mortality Rate","Rate","5.8543032676091e-07","5.70112377509962e-07","5.6424455171424e-07","5.53550054404727e-07","5.37105624117024e-07"
0,0,"Male","20-24","Stroke","Mortality Rate","Rate","2.61822130160513e-05","2.63144933919797e-05","2.60335824535491e-05","2.56794215265372e-05","2.50823849238383e-05"
0,0,"Female","20-24","Stroke","Mortality Rate","Rate","1.15379096415855e-05","1.19345374262144e-05","1.17671307256248e-05","1.16818783291602e-05","1.14243409661618e-05"
0,0,"Male","20-24","Subarachnoid hemorrhage","Mortality Rate","Rate","2.48496852698464e-06","2.48330396784545e-06","2.50273995269281e-06","2.49065803997096e-06","2.41288583492405e-06"
0,0,"Female","20-24","Subarachnoid hemorrhage","Mortality Rate","Rate","5.19966857440252e-07","5.30364331300786e-07","5.26417282537822e-07","5.23420881205185e-07","5.13812332650911e-07"
0,0,"Male","20-24","Thyroid cancer","Mortality Rate","Rate","9.38036438053714e-08","9.28917843682029e-08","9.35406752833627e-08","9.33557889710549e-08","9.18866897594765e-08"
0,0,"Female","20-24","Thyroid cancer","Mortality Rate","Rate","7.71906948244366e-08","7.68375114075141e-08","7.69847113824447e-08","7.68703443300827e-08","7.59462839644448e-08"
0,0,"Male","20-24","Tracheal, bronchus, and lung cancer","Mortality Rate","Rate","3.66795146609571e-07","3.6052059892949e-07","3.59412618867667e-07","3.54076683963591e-07","3.46742076877569e-07"
0,0,"Female","20-24","Tracheal, bronchus, and lung cancer","Mortality Rate","Rate","5.21682661262958e-07","5.23934520180415e-07","5.32131880438429e-07","5.32684148523809e-07","5.28312090481874e-07"
0,0,"Male","20-24","Uterine cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","20-24","Uterine cancer","Mortality Rate","Rate","7.13736278553869e-08","7.09839303580228e-08","7.14740848093837e-08","7.13338867358964e-08","7.0568460885723e-08"
0,0,"Male","20-24","Chronic obstructive pulmonary disease","Mortality Rate","Rate","7.96692607836612e-07","7.61746192644252e-07","7.51192234073502e-07","7.37803656373308e-07","7.16888081948827e-07"
0,0,"Female","20-24","Chronic obstructive pulmonary disease","Mortality Rate","Rate","1.697956167109e-06","1.62606081472497e-06","1.60725519482018e-06","1.58107982448746e-06","1.54889708419544e-06"
0,0,"Male","20-24","Lower respiratory infections","Mortality Rate","Rate","4.87268931187003e-05","4.67191281628772e-05","4.62500981126388e-05","4.544634086406e-05","4.41119865439707e-05"
0,0,"Female","20-24","Lower respiratory infections","Mortality Rate","Rate","3.65054608423137e-05","3.55196460130956e-05","3.53198769849764e-05","3.47067395852068e-05","3.36225787111553e-05"
0,0,"Male","20-24","All causes","Mortality Rate","Rate","0.00189519732530191","0.00172524481902836","0.00162931724439795","0.00161057077026393","0.00159640490595785"
0,0,"Female","20-24","All causes","Mortality Rate","Rate","0.00136675606013493","0.00131070923214173","0.0012639409588114","0.00123492281057082","0.0012109097468628"
0,0,"All","25-29","0","Fraction total population","Fraction total population","0.0753484839037","0.0748443158731561","0.0743112803222181","0.0738714950333208","0.0735417996171027"
0,0,"All","25-29","0","Female Fraction","Female fraction of population in age group","0.492551910923864","0.492660618130855","0.492799768434764","0.492978723404255","0.493023255813954"
0,0,"Male","25-29","Acute lymphoid leukemia","Mortality Rate","Rate","1.51291884254198e-06","1.50383344575699e-06","1.51382202293746e-06","1.51755861439275e-06","1.50522716208143e-06"
0,0,"Female","25-29","Acute lymphoid leukemia","Mortality Rate","Rate","2.20772108846287e-06","2.19231596174233e-06","2.18543168535308e-06","2.17542898873404e-06","2.14138438361534e-06"
0,0,"Male","25-29","Acute myeloid leukemia","Mortality Rate","Rate","1.1854950704053e-06","1.18212746868025e-06","1.1906444161111e-06","1.18830971069914e-06","1.1746971526443e-06"
0,0,"Female","25-29","Acute myeloid leukemia","Mortality Rate","Rate","4.40089265565003e-07","4.38944050781598e-07","4.40529458128767e-07","4.38718867246038e-07","4.31024873744387e-07"
0,0,"Male","25-29","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","25-29","Asthma","Mortality Rate","Rate","1.25218270617481e-05","1.22537598897249e-05","1.21260149151775e-05","1.19078476687436e-05","1.15610103815977e-05"
0,0,"Female","25-29","Asthma","Mortality Rate","Rate","1.00619917138441e-05","9.75421866860643e-06","9.56701798167588e-06","9.33468000271002e-06","8.99046621589163e-06"
0,0,"Male","25-29","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","25-29","Breast cancer","Mortality Rate","Rate","1.14766020631755e-07","1.1318646145906e-07","1.13407894867648e-07","1.12761976408163e-07","1.11592024027038e-07"
0,0,"Female","25-29","Breast cancer","Mortality Rate","Rate","1.10829647079352e-05","1.10789749766138e-05","1.11823411545892e-05","1.12157907421885e-05","1.11354952247024e-05"
0,0,"Male","25-29","Cardiovascular diseases","Mortality Rate","Rate","9.40725869439951e-05","9.49560607829843e-05","9.42547303204395e-05","9.35394838985123e-05","9.22451056477527e-05"
0,0,"Female","25-29","Cardiovascular diseases","Mortality Rate","Rate","5.47422267012538e-05","5.54412721748826e-05","5.46632242699368e-05","5.4128349033508e-05","5.2774564222321e-05"
0,0,"Male","25-29","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","25-29","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","1.33641726840253e-06","1.34012900071787e-06","1.12843823453989e-06","9.22721417735217e-07","1.02213750997009e-06"
0,0,"Female","25-29","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","8.68632533509898e-07","8.76297582023829e-07","7.2009237512964e-07","5.80904203962416e-07","6.2851583796521e-07"
0,0,"Male","25-29","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","2.69473451997101e-05","2.6654596857983e-05","2.75676025034028e-05","2.79005985994264e-05","2.69143730022143e-05"
0,0,"Female","25-29","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","1.33681931674317e-05","1.31759317404165e-05","1.37020203775858e-05","1.40475051487645e-05","1.3502721190383e-05"
0,0,"Male","25-29","Chronic kidney disease due to hypertension","Mortality Rate","Rate","8.59401323696782e-06","8.24793601034425e-06","7.75022741107355e-06","7.24274374265929e-06","7.1578733233468e-06"
0,0,"Female","25-29","Chronic kidney disease due to hypertension","Mortality Rate","Rate","4.53098863325142e-06","4.34725133575401e-06","3.96213165448546e-06","3.62147513501977e-06","3.59443792988898e-06"
0,0,"Male","25-29","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","7.99650780646106e-06","8.1991672796877e-06","8.87103158664049e-06","9.3647986701296e-06","9.37799807640465e-06"
0,0,"Female","25-29","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","4.84494692766101e-06","4.99814551993184e-06","5.4202761839428e-06","5.73585497561229e-06","5.63417806600495e-06"
0,0,"Male","25-29","Chronic lymphoid leukemia","Mortality Rate","Rate","1.84592514587611e-07","1.84142100574229e-07","1.86164968924335e-07","1.86824460839017e-07","1.855365497229e-07"
0,0,"Female","25-29","Chronic lymphoid leukemia","Mortality Rate","Rate","2.24824506197218e-07","2.23458779770965e-07","2.24155892779848e-07","2.23515116456565e-07","2.20106528407094e-07"
0,0,"Male","25-29","Chronic myeloid leukemia","Mortality Rate","Rate","5.35628608752674e-06","5.25177961437012e-06","5.24818957752471e-06","5.21110298601912e-06","5.13388192334596e-06"
0,0,"Female","25-29","Chronic myeloid leukemia","Mortality Rate","Rate","6.85512317776093e-07","6.69833648690277e-07","6.6250737373693e-07","6.50723836536149e-07","6.31617240864114e-07"
0,0,"Male","25-29","Colon and rectum cancer","Mortality Rate","Rate","2.27115229969859e-06","2.23760606516228e-06","2.24113137253128e-06","2.22395487070212e-06","2.20568689030254e-06"
0,0,"Female","25-29","Colon and rectum cancer","Mortality Rate","Rate","2.06184797376137e-06","2.05316843300668e-06","2.06305300381149e-06","2.05589104700881e-06","2.02377969366155e-06"
0,0,"Male","25-29","Diabetes mellitus type 2","Mortality Rate","Rate","5.26450733966775e-06","5.08620025784145e-06","5.05565963799229e-06","4.95893658310917e-06","4.87973152840998e-06"
0,0,"Female","25-29","Diabetes mellitus type 2","Mortality Rate","Rate","6.14746160368068e-06","6.03176898631373e-06","5.97190507417789e-06","5.89506398005347e-06","5.7572959477625e-06"
0,0,"Male","25-29","Esophageal cancer","Mortality Rate","Rate","1.53315081214058e-07","1.50645766890396e-07","1.51301267193331e-07","1.50688111030992e-07","1.49452900424573e-07"
0,0,"Female","25-29","Esophageal cancer","Mortality Rate","Rate","1.0777531037789e-07","1.06318392357413e-07","1.0616155865656e-07","1.0526591966587e-07","1.03353808080661e-07"
0,0,"Male","25-29","Gallbladder and biliary diseases","Mortality Rate","Rate","5.97552629736175e-06","5.76409930570078e-06","5.75218300018683e-06","5.72110321575517e-06","5.60671101241058e-06"
0,0,"Female","25-29","Gallbladder and biliary diseases","Mortality Rate","Rate","1.75427733324238e-06","1.6844413047841e-06","1.66143632637617e-06","1.66448531202409e-06","1.62529830784093e-06"
0,0,"Male","25-29","Gallbladder and biliary tract cancer","Mortality Rate","Rate","1.09863035397973e-07","1.08090269507553e-07","1.0839822233401e-07","1.08039435363356e-07","1.06901392874424e-07"
0,0,"Female","25-29","Gallbladder and biliary tract cancer","Mortality Rate","Rate","8.10045316708966e-08","8.05229188549584e-08","8.07842301643927e-08","8.07287062668868e-08","7.95725707050388e-08"
0,0,"Male","25-29","Gout","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Gout","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","25-29","Hypertensive heart disease","Mortality Rate","Rate","6.08946687057044e-06","6.11012371560868e-06","6.18037397557258e-06","6.16165490580372e-06","6.07293298201964e-06"
0,0,"Female","25-29","Hypertensive heart disease","Mortality Rate","Rate","7.57936110498547e-06","7.55250247591019e-06","7.49287260839823e-06","7.43940942444475e-06","7.23630656527155e-06"
0,0,"Male","25-29","Intracerebral hemorrhage","Mortality Rate","Rate","2.29120003169427e-05","2.29796423556784e-05","2.27295383204753e-05","2.245146364731e-05","2.21053839674073e-05"
0,0,"Female","25-29","Intracerebral hemorrhage","Mortality Rate","Rate","1.31989054456999e-05","1.36117568494338e-05","1.33362860145778e-05","1.32222415172264e-05","1.28698856011808e-05"
0,0,"Male","25-29","Ischemic heart disease","Mortality Rate","Rate","2.13684162342665e-05","2.23241595333657e-05","2.20065297561035e-05","2.18907941422476e-05","2.16353992858135e-05"
0,0,"Female","25-29","Ischemic heart disease","Mortality Rate","Rate","6.38392610187916e-06","6.66618716653807e-06","6.51506248120903e-06","6.4343662366341e-06","6.29266573820004e-06"
0,0,"Male","25-29","Ischemic stroke","Mortality Rate","Rate","7.20772094779821e-06","7.39443492500772e-06","7.2791405744109e-06","7.23291379854583e-06","7.15066011906374e-06"
0,0,"Female","25-29","Ischemic stroke","Mortality Rate","Rate","2.33045824835656e-06","2.4364819833376e-06","2.38485072869921e-06","2.37168178083643e-06","2.32543429268417e-06"
0,0,"Male","25-29","Kidney cancer","Mortality Rate","Rate","5.10213779802645e-07","5.08720251481405e-07","5.15025131738954e-07","5.17203494632263e-07","5.16735636007964e-07"
0,0,"Female","25-29","Kidney cancer","Mortality Rate","Rate","4.07132484553139e-07","4.0729016087365e-07","4.10949037767887e-07","4.11920727396714e-07","4.09789346537584e-07"
0,0,"Male","25-29","Liver cancer due to alcohol use","Mortality Rate","Rate","8.43196979945809e-08","8.35021902813515e-08","8.48647527615637e-08","8.55236758238472e-08","8.47312872654497e-08"
0,0,"Female","25-29","Liver cancer due to alcohol use","Mortality Rate","Rate","8.11549372917211e-08","8.02979344849421e-08","8.11707675574566e-08","8.12875378416859e-08","7.96459643652102e-08"
0,0,"Male","25-29","Liver cancer due to hepatitis B","Mortality Rate","Rate","9.43382519382511e-07","9.32291658356569e-07","9.37208500454796e-07","9.34673845647711e-07","9.25127825151775e-07"
0,0,"Female","25-29","Liver cancer due to hepatitis B","Mortality Rate","Rate","1.01731924463616e-06","1.00120185260579e-06","9.97265529488974e-07","9.89407233979239e-07","9.75814670827434e-07"
0,0,"Male","25-29","Liver cancer due to hepatitis C","Mortality Rate","Rate","1.44147239935602e-08","1.42386956346659e-08","1.43594653276278e-08","1.44217845795245e-08","1.42433655678463e-08"
0,0,"Female","25-29","Liver cancer due to hepatitis C","Mortality Rate","Rate","9.56109590739208e-08","9.3299524968093e-08","9.25882802132674e-08","9.16373543962234e-08","8.90521381236439e-08"
0,0,"Male","25-29","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","25-29","Multiple myeloma","Mortality Rate","Rate","1.1990168279958e-07","1.18771167781218e-07","1.19983678500499e-07","1.20343956618821e-07","1.19715040284968e-07"
0,0,"Female","25-29","Multiple myeloma","Mortality Rate","Rate","1.35776308097842e-07","1.34864365232157e-07","1.36382607889729e-07","1.36612777120154e-07","1.35893064341363e-07"
0,0,"Male","25-29","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","25-29","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","25-29","Other leukemia","Mortality Rate","Rate","9.04426280797286e-07","8.82073396937564e-07","8.74661356924396e-07","8.61431387733929e-07","8.43696392678135e-07"
0,0,"Female","25-29","Other leukemia","Mortality Rate","Rate","1.34248262354903e-06","1.30522689739095e-06","1.29303776794017e-06","1.26080720321955e-06","1.22485018887665e-06"
0,0,"Male","25-29","Ovarian cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","25-29","Ovarian cancer","Mortality Rate","Rate","2.06325723926251e-06","2.09842253747001e-06","2.13569210657275e-06","2.16768327911481e-06","2.17171991695898e-06"
0,0,"Male","25-29","Pancreatic cancer","Mortality Rate","Rate","5.52455599029191e-07","5.51084947351728e-07","5.5945524128378e-07","5.61836261761116e-07","5.63264746532254e-07"
0,0,"Female","25-29","Pancreatic cancer","Mortality Rate","Rate","6.17520882466375e-07","6.25872803535017e-07","6.410933171697e-07","6.50087869431854e-07","6.53755850188314e-07"
